time,size,unique,min,max,avg,median,error,alive
128,434,121,8563,11065,8978.4861751152,8858,0,700
129,1392,325,7403,11278,8272.1135057471,8373,0,700
130,875,291,6589,14776,8718.4434285714,8084,0,700
131,407,184,5507,14460,9230.3710073710,8574,0,700
132,337,173,4617,13989,8819.6676557864,8976,0,700
133,1883,680,4072,14239,9527.9458311206,9163,0,746
134,566,295,7428,14019,9496.0918727915,9535,0,748
135,120,48,8003,10643,8598.8833333333,8018.5,0,750
136,497,95,8792,14875,9557.6599597586,9422,0,750
137,700,192,8322,14576,9606.8314285714,10228,0,750
138,1023,240,8282,12606,9740.2218963832,9757,0,750
139,1227,303,8640,14649,9845.4694376528,9417,0,752
140,510,166,7970,14851,8745.8039215686,8322,0,752
141,171,133,7164,14583,11767.1169590643,13142,0,752
142,796,360,6189,14155,9382.6557788945,9756.5,0,752
143,1241,489,6084,15474,10391.2594681708,10320,0,800
144,645,346,8057,15078,10730.8945736434,10489,0,800
145,273,124,9259,12320,10510.2051282051,10838,0,800
146,532,109,9500,12463,10551.3684210526,10510,0,800
147,832,220,8866,13577,9855.2247596154,9335.5,0,800
148,522,167,8497,13578,10849.8256704981,10907,0,815
149,1590,505,9335,17202,11654.9547169811,10952,0,821
150,1066,417,8449,17021,11951.6772983114,11007.5,0,850
151,265,166,10010,16044,12992.1433962264,12309,0,850
152,181,144,9825,15680,11805.4364640884,11942,0,850
153,548,280,9709,15506,11616.6186131387,11538.5,0,850
154,772,304,8864,14745,12649.1606217617,11953,0,850
155,836,341,9021,14989,12183.5334928230,11738.5,0,870
156,468,145,10604,15012,12697.1794871795,13136,0,873
157,864,268,9794,14274,11903.3229166667,11912,0,876
158,508,144,11791,17572,13120.5374015748,12003.5,0,861
159,358,180,10761,17207,13667.0139664804,14072,0,873
160,865,369,11277,18516,13257.8138728324,12517,0,900
161,1385,400,10390,18001,12770.8837545126,12674,0,900
162,458,242,10379,18550,12948.4301310044,12888.5,0,900
163,542,266,10025,25707,13141.8874538745,13386,0,900
164,635,286,10246,17819,12738.8220472441,13318,0,900
165,195,111,9950,19496,12581.2666666667,13106,0,902
166,326,64,8996,13762,13436.8773006135,13632,0,900
167,865,298,11855,16216,13711.5202312139,14294,0,927
168,669,265,9588,14837,13694.7130044843,13847,0,934
169,465,230,9801,15142,12307.7462365591,13185,0,934
170,918,341,10383,18835,14789.5152505447,14721.5,0,934
171,665,307,10471,19076,13845.0451127820,13520,0,935
172,408,246,10361,18596,14346.6568627451,15222.5,0,950
173,482,225,10896,20188,12673.2136929461,11912,0,950
174,1440,544,10621,19784,13411.6333333333,12736,0,950
175,939,277,11186,18426,15033.8498402556,15131,0,968
176,483,141,11750,21024,13792.8633540373,14746,0,973
177,477,151,14942,16074,15464.9140461216,15470,0,1000
178,368,130,12755,19957,15824.9701086957,16119.5,0,975
179,300,120,11216,20208,17761.8066666667,16158,0,973
180,876,329,10247,19486,14171.7716894977,14783,0,973
181,461,245,10054,18509,14098.7700650759,13850,0,1000
182,476,247,12581,17586,15347.5462184874,15503,0,1000
183,929,397,11610,20200,15124.2045209903,15411,0,1000
184,268,175,11415,19520,16638.2985074627,16473,0,1000
185,1052,433,10789,19469,15347.5541825095,15955,0,1000
186,1034,227,10793,21771,16418.5232108317,15328.5,0,1000
187,320,58,15019,21766,16427.3,16205,0,1000
188,937,238,14223,18459,15271.0608324440,15489,0,1000
189,466,95,12260,18951,16134.5579399142,15882.5,0,1000
190,244,120,12135,18787,16474.1065573770,16957,0,1000
191,765,312,11947,20944,15979.0888888889,15917,0,1000
192,569,238,10964,22088,15003.6994727592,15801,0,1000
193,577,249,10187,21223,14829.0589254766,15132,0,1000
194,947,434,10964,21922,16611.4952481521,15586,0,1000
195,208,75,15042,20775,16389.9038461538,16424,0,1000
196,596,178,15034,20468,15982.6073825503,15640,0,1000
197,872,107,15650,19434,16059.1502293578,15783,0,1000
198,395,59,10301,17144,15665.3265822785,15665,0,1000
199,463,157,14829,17492,16654.8596112311,16554,0,1000
200,535,173,14490,20562,16573.1252336449,16828,0,1000
201,308,107,14321,19982,15957.1948051948,14544,0,1000
202,810,175,14818,19627,16225.4814814815,15919,0,1000
203,524,139,13127,19628,17140.1736641221,17040,0,1000
204,905,213,15971,17817,17120.0906077348,17308,0,1000
205,519,112,14618,20565,17391.0289017341,16693,0,1000
206,977,130,13542,20735,15710.5005117707,14423,0,1000
207,11,10,11964,16721,15288.0909090909,16528,0,1000
208,1025,251,13098,21059,16970.6380487805,14757,0,1000
209,846,151,12632,21506,16132.0614657210,16788,0,1000
210,436,86,13897,20727,16272.6811926606,13916,0,1000
211,210,42,14911,20336,15140.8523809524,14928,0,1000
212,283,70,15484,18933,16231.0424028269,16043,0,1000
213,749,129,13159,17194,15891.9786381842,16956,0,1000
214,706,175,16070,19816,17880.8045325779,17830,0,1000
215,543,92,13004,19825,17808.0423572744,16495,0,1000
216,395,98,12200,18483,15426.5316455696,16814,0,1000
217,573,169,13377,17998,16988.5410122164,17139,0,1000
218,523,121,14713,19673,17514.8757170172,17976,0,1000
219,568,87,15463,18503,16767.6901408451,16890,0,1000
220,183,45,16729,18502,17759.4972677596,18484,0,1000
221,943,189,14079,20586,16299.5832449629,16864,0,1000
222,1093,194,13484,23448,17996.4181152790,17932,0,1000
223,1102,308,14861,25541,18090.2713248639,17876,0,912
224,434,126,14288,21693,16829.1244239631,14343.5,0,909
225,208,76,14306,21401,19223.6538461538,21364,0,857
226,126,47,12409,22252,13183.8730158730,12425,0,907
227,733,295,14045,18990,17640.2073669850,17326,0,866
228,478,196,17121,19101,18454.2154811715,18992,0,617
229,704,262,14330,17438,16441.7826704545,16678,0,628
230,118,54,16052,18380,16143.3728813559,16109,0,999
231,623,258,14469,18501,16908.4205457464,17957,0,557
232,728,292,14499,18267,15351.0563186813,15339,0,709
233,340,145,13691,17102,14525.8294117647,14372,0,422
234,372,114,11569,14418,12154.3655913978,12087.5,0,387
235,543,234,12132,14934,13272.9907918969,13098,0,268
236,760,257,11089,14759,12125.4973684211,11923.5,0,330
237,710,254,9233,13989,10706.4633802817,9356,0,165
238,78,43,9529,13622,13257.2435897436,13501.5,0,424
239,1271,331,8662,12104,9303.8300550747,9480,0,329
240,512,139,7358,9630,9150.81640625,9163.5,0,164
241,581,225,6118,10156,8384.3941480207,7869,0,97
242,770,283,5579,10182,8647.9727272727,9427.5,0,5
243,259,88,4988,9551,7150.5173745174,5044,0,1
244,33,24,4059,4332,4301.6060606061,4323,0,1
